Title,Author,Publisher,Price,Quantity
The Catcher in the Rye - Barrons Book Notes,Barrons,Barrons Educational Series,50,350
Franny and Zooey,J.D. Salinger,Back Bay Books,71,392
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,Back Bay Books,12,283
The Doors of Perception & Heaven and Hell,Aldous Huxley,Harper Perennial Modern Classics,44,14
Brave New World,Aldous Huxley,HarperPerennial / Perennial Classics,0,457
Island,Aldous Huxley,Harper Perennial Classics,39,78
The Perennial Philosophy,Aldous Huxley,Harper Perennial Modern Classics,37,337
Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,The Crossroad Publishing Company,26,408
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,Park Street Press,76,105
Point Counter Point,Aldous Huxley,Dalkey Archive Press,54,429
After Many a Summer Dies the Swan,Aldous Huxley,Ivan R. Dee Publisher,49,31
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,Penguin Classics,59,6
The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,Anchor Books,51,77
Arundhati Roys The God of Small Things: A Readers Guide,Julie Mullaney,Bloomsbury Academic,91,401
A Separate Peace,John Knowles/David Levithan,Scribner,31,339
Black and Blue,Anna Quindlen,Delta Publishing,22,354
A Virtuous Woman,Kaye Gibbons,Vintage,84,479
Here on Earth,Alice Hoffman,Berkley,5,17
The Heart of a Woman,Maya Angelou,Random House,83,307
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,Penguin Books,55,62
Cane River,Lalita Tademy,Grand Central Publishing,47,489
Where the Heart Is,Billie Letts,Grand Central Publishing,77,84
Oprah Winfrey,Katherine E. Krohn,Lerner Publications,19,409
Drowning Ruth,Christina Schwarz,Ballantine Books,33,427
Fall on Your Knees,Ann-Marie MacDonald,Pocket Books,76,40
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,Harper Perennial,84,30
While I Was Gone,Sue Miller,Ballantine Books,26,63
Mother of Pearl,Melinda Haynes,Washington Square Press,62,277
Breath  Eyes  Memory,Edwidge Danticat,Vintage,35,26
The Book of Ruth,Jane Hamilton,Anchor Books,89,217
Open House,Elizabeth Berg,Ballantine Books,47,403
The Pilots Wife,Anita Shreve,Back Bay Books,77,373
Tara Road,Maeve Binchy,Dell,16,56
A Lesson Before Dying,Ernest J. Gaines,Vintage,91,389
Paradise,Toni Morrison,Plume (Penguin Books Ltd),29,219
The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,Cartwheel,47,224
Shes Come Undone,Wally Lamb,Pocket,72,475
We Were the Mulvaneys,Joyce Carol Oates,Plume,76,194
A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,Anchor Books,17,64
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,Harper,43,290
The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,Cartwheel,96,200
The Good Earth (House of Earth  #1),Pearl S. Buck,Washington Square Press,55,86
A Fine Balance,Rohinton Mistry,Vintage,32,285
The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,Cartwheel,41,484
White Oleander,Janet Fitch,Back Bay Books,13,285
Cry  the Beloved Country,Alan Paton,Scribner,61,382
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,Harper Perennial,96,139
Song of Solomon,Toni Morrison,Plume,58,480
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,Turtleback Books,58,208
The Bluest Eye,Toni Morrison,Plume Books,31,485
The Poisonwood Bible,Barbara Kingsolver,Harper Perennial,47,269
Vergeef me,Wally Lamb/Inge de Heer,De Boekerij,51,4
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,Harper,71,33
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh DSouza,Free Press,67,473
Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,Modern Library,58,9
Collected Stories  1891-1910,Edith Wharton/Maureen Howard,Library of America,59,466
A Backward Glance,Edith Wharton/Louis Auchincloss,Scribner,51,174
The Best Short Stories of Edith Wharton,Edith Wharton,Kessinger Publishing,90,81
Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,HarperCollins Publishers,90,106
Oscar Wilde,Richard Ellmann,Vintage,96,179
An Ideal Husband,Oscar Wilde,Dover Publications,25,165
The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,Random House: Modern Library,31,278
De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,Penguin Books,9,1
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,Multnomah Books,18,219
Travels with Charley: In Search of America,John Steinbeck,Penguin,21,404
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,Library of America,19,308
The Pearl,John Steinbeck,Penguin Books,32,401
The Life and Times of Scrooge McDuck,Don Rosa,Gemstone Publishing,6,141
The Life and Times of Scrooge McDuck Companion,Don Rosa,Gemstone Publishing,48,137
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,Wildside Press,61,12
Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,Gemstone Publishing,9,185
A Christmas Story,Jean Shepherd,Broadway Books,6,22
My First Story of Christmas,Tim Dowley/Roger Langton,Moody Publishers,11,121
The Christmas Story,Jane Werner Watson/Eloise Wilkin,Golden Books,5,156
A Christmas Carol,Charles Dickens/P.J. Lynch,Candlewick Press,5,498
A Christmas Carol,Charles Dickens,Penguin Books,23,89
The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,W. W. Norton  Company,61,80
Charles Dickens A Christmas Carol,Jane Parker Resnick/Christian Birmingham,Running Press Kids,48,320
Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,Modern Library,74,222
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,Penguin Classics,36,380
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,Simon  Schuster,57,318
Hard Times,Charles Dickens,Pearson Longman,72,418
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,Doubleday Books,29,319
The Last Juror,John Grisham,Delta,78,492
The Testament,John Grisham/Jorma-Veikko Sappinen,Island,33,424
The Rainmaker,John Grisham,Delta,50,163
The Partner,John Grisham,Delta,16,184
The Street Lawyer,John Grisham,Bantam,34,332
The Summons,John Grisham,Delta,79,88
The Brethren,John Grisham,Delta,14,227
The King of Torts,John Grisham,Delta,54,474
Skipping Christmas,John Grisham,Arrow,24,143
The Firm,Robin Waterfield/John Grisham,Addison Wesley Publishing Company,42,253
The Client,John Grisham,Delta,56,314
A Painted House,John Grisham,Bantam,81,39
The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,Random House Audio,4,244
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,Bantam,94,396
Forever Amber,Kathleen Winsor,Penguin,22,51
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,Scholastic,35,167
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,Puffin Books,26,176
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,Wizards of the Coast,48,457
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,Time Warner Paperbacks,15,181
The Dragons Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,Candlewick Press,61,484
The Dragons Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,Firelight Press,54,100
Dragons Eye (Stonefort  #1),James A. Hetley,Ace,55,418
Dragons Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,Baen Books,32,224
Stand Back  Said the Elephant  Im Going to Sneeze!,Patricia Thomas/Wallace Tripp,William Morrow & Company  Inc.,3,296
Here I Stand: A Life of Martin Luther,Roland H. Bainton,Plume Books,6,499
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,Bastei Lübbe,17,482
Salems Lot,Stephen King/Jerry N. Uelsmann,Doubleday,95,108
Salems Lot,Stephen King/Ron McLarty,Simon & Schuster Audio,1,296
Salems Lot,Stephen King,Doubleday,2,20
Carrie / Salems Lot / The Shining,Stephen King,Wings,30,466
Salems Lot,Stephen King,Signet,15,474
Salems Lot,Stephen King,Hodder & Stoughton Ltd,81,251
Orientalism,Edward W. Said,Penguin Classics,61,260
Interpreter of Maladies,Jhumpa Lahiri,Houghton Mifflin Harcourt,87,214
The Faiths of the Founding Fathers,David L. Holmes,Oxford University Press  USA,0,166
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,Ember,58,411
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,Delacorte Books,77,241
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,Random House Books for Young Readers,35,465
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,Plume,21,441
Animal Farm / 1984,George Orwell/Christopher Hitchens,Houghton Mifflin Harcourt,54,266
1984,George Orwell/Erich Fromm,Signet Classics,65,218
Nineteen Eighty-Four,George Orwell,1st World Library,31,449
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,Harper Perennial Modern Classics,31,126
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,HarperCollins,63,278
Brave New World Revisited,Aldous Huxley,Harper Perennial Modern Classics,35,286
Brave New World,Aldous Huxley,HarperCollins,47,1
Andrew Carnegie,David Nasaw,Penguin Press HC  The,82,308
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,Everymans Library,96,339
Children of the Alley,Naguib Mahfouz/Peter Theroux,Anchor,42,314
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,Anchor,50,136
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,Anchor Books,77,94
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,Anchor Books,36,291
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,Anchor Books,30,13
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,Anchor,94,322
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,Puffin Books,13,239
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,Touchstone Books,82,461
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,Dramatists Play Service,78,465
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,HarperCollins,0,50
Cliffs Notes on Hansberrys A Raisin in the Sun,Rosetta James,Cliffs Notes,30,33
Dear John,Nicholas Sparks,Warner Books (NY),54,14
All the Kings Men,Robert Penn Warren,Harcourt Brace,51,327
Cliffs notes on Warrens All the Kings Men,L. David Allen,Cliffs Notes,88,209
All the Kings Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,University of Georgia Press,11,274
Mens Health: Book of Muscle - The Worlds Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,Rodale Books,5,189
Surely Youre Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,W. W. Norton & Company,91,161
The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,Addison Wesley Publishing Company,68,205
What Do You Care What Other People Think?,Richard P. Feynman,W.W. Norton & Company,43,185
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,Basic Books,62,294
QED: The Strange Theory of Light and Matter,Richard P. Feynman,Princeton University Press,94,241
Kiffe Kiffe Demain (French Edition),Faïza Guène,French & European Publications,95,455
iWoz,Steve Wozniak/Gina Smith,W. W. Norton  Company,94,402
Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,North Point Press,68,497
Cradle and All,James Patterson,Vision,96,193
The Creation of the American Republic  1776-1787,Gordon S. Wood,Omohundro Institute and University of North Carolina Press,0,20
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,W. W. Norton  Company,76,397
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,Cambridge University Press,61,377
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,Cambridge University Press,98,287
Ethics and the Limits of Philosophy,Bernard Williams,Harvard University Press,89,485
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,Routledge,34,224
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert OClair,W. W. Norton  Company,50,151
The Elephant War,Gillian Avery,Jane Nissen Books,79,34
The Wind in the Willows,Kenneth Grahame/Gillian Avery,Penguin Books,66,209
The Everyman Anthology of Poetry for Children,Gillian Avery/Everymans Library/Thomas Benwick,Everymans Library,15,269
Holiday Romance and Other Writings for Children,Charles Dickens,Everyman Paperback Classics,25,127
Ideas Have Consequences,Richard M. Weaver,University Of Chicago Press,12,372
The Ethics of Rhetoric,Richard M. Weaver,Routledge,68,338
Manliness,Harvey Mansfield,Yale University Press,55,173
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,Penguin Books,63,222
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Vintage Classics,21,115
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,Modern Library,45,397
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,Orbis Books,81,231
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,Penguin Classics,61,62
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,Vintage Classics,72,55
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Vintage Classics,58,4
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Vintage,40,141
If I Die in a Combat Zone,Tim OBrien,Flamingo,40,108
If I Die In A Combat Zone,Tim OBrien,Flamingo,44,144
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,Berkley Books,66,182
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,Anchor,73,155
When Heaven and Earth Changed Places: A Vietnamese Womans Journey from War to Peace,Le Ly Hayslip/Jay Wurts,Plume,76,120
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,University of Washington Press,39,125
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,Delta,53,495
Im Too Young To Be Seventy,Judith Viorst/Laura Gibson,Simon  Schuster,16,145
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,Bantam Books,59,104
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,Penguin Books,85,310
The Language Instinct: How the Mind Creates Language,Steven Pinker,Harper Perennial Modern Classics,27,105
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,Bradford Book,50,30
Fight Club,Chuck Palahniuk,W.W. Norton & Company (NYC),96,137
BSD Hacks,Lavigne,OReilly Media,58,73
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,Addison Wesley Publishing Company,65,458
Choke,Stuart Woods,HarperTorch,6,43
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,St. Martins Minotaur,10,263
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,Penguin Classics,62,350
El Aleph,Jorge Luis Borges,Planeta Publishing,8,43
Vanity Fair,William Makepeace Thackeray/John Carey,Penguin Books,38,387
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,Barnes  Noble Classics,8,127
Vanity Fair,William Makepeace Thackeray,Penguin Books,55,431
V for Vendetta,Alan Moore/David   Lloyd,Vertigo,97,499
V.,Thomas Pynchon/Carlos Martín Ramírez,Contemporary French Fiction,52,73
Girl in the Shadows (Shadows  #2),V.C. Andrews,Pocket Books,85,201
V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,Pocket Star Books,93,173
Heaven (Casteel  #1),V.C. Andrews,Pocket Books,49,11
Slow Learner: Early Stories,Thomas Pynchon,Vintage Classics,1,196
A Gravitys Rainbow Companion: Sources and Contexts for Pynchons Novel,Steven Weisenburger,University of Georgia Press,80,105
Casino Royale,Ian Fleming,Penguin Books  Limited (UK),79,105
Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,Titan Books,60,175
Bel Canto,Ann Patchett,Harper Perennial,18,161
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,Bloomsbury Academic,8,225
Mini-Manual of the Urban Guerrilla,Carlos Marighella,Abraham Guillen Press,72,311
The Career Programmer: Guerilla Tactics for an Imperfect World (Experts Voice),Christopher   Duncan,Apress,2,128
A Bend in the River,V.S. Naipaul,Picador USA,17,27
The Middle Passage,V.S. Naipaul,Vintage,3,357
Magic Seeds,V.S. Naipaul,Vintage,68,481
Half a Life,V.S. Naipaul,Vintage International,23,258
North of South: An African Journey,Shiva Naipaul,Penguin Classics,3,24
V.S. Naipaul,Bruce Alvin King,Palgrave Macmillan,0,404
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,University of Oklahoma Press,47,473
Regeneration (Species Imperative  #3),Julie E. Czerneda,DAW Hardcover,32,333
The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,Viking Books,55,308
The Sparrow (The Sparrow  #1),Mary Doria Russell,Black Swan,57,91
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,Disney Press,37,322
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,Disney Press,74,218
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,Disney Press,14,375
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,Disney Press,64,4
The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,Disney Press,15,133
